from_airport_iata,to_airport_iata,days_of_week,departure_time,arrival_time,flight_duration,flight,airline_iata,aircraft_iata
ALC,SVQ,12345,21:50,22:55,1:05,IB8284,IB,CR2
ALC,SVQ,135,13:50,14:55,1:05,IB8136,IB,CR2
ALC,SVQ,246,9:05,10:10,1:05,IB8282,IB,CR2
ALC,SVQ,5,15:00,16:05,1:05,IB8136,IB,CR2
ALC,SVQ,6,14:30,15:35,1:05,IB8136,IB,CR2
ALC,SVQ,7,14:30,15:35,1:05,IB8284,IB,CR2
ALC,TFN,157,7:00,9:00,3:00,IB8908,IB,CR2
ALC,TFN,2,6:30,8:30,3:00,IB8908,IB,CR2
ALC,TFN,6,13:10,15:10,3:00,IB8908,IB,CR2
ALG,LHR,1,14:05,15:55,2:50,BA895,BA,319
ALG,LHR,234567,14:10,16:00,2:50,BA895,BA,321
ALG,MAD,134,14:05,15:35,1:30,IB3707,IB,319
ALG,MAD,7,20:20,21:50,1:30,IB3707,IB,319
ALP,AMM,23467,8:15,9:45,1:30,RJ438,RJ,E75
ALP,AMM,47,23:00,1:30,2:30,RJ444,RJ,E75
ALY,AMM,124,9:25,10:50,1:25,RJ306,RJ,E75
ALY,AMM,5,21:30,22:55,1:25,RJ306,RJ,E95
AMA,DFW,1234567,5:59,7:30,1:31,AA5148,AA,AT7
AMA,DFW,1234567,7:32,8:45,1:13,AA3490,AA,ER4
AMA,DFW,1234567,9:25,10:35,1:10,AA3432,AA,ER4
AMA,DFW,1234567,12:11,13:40,1:29,AA5182,AA,AT7
AMA,DFW,1234567,13:05,14:10,1:05,AA3478,AA,ER4
AMA,DFW,1234567,16:05,17:10,1:05,AA3772,AA,ER4
AMA,DFW,1234567,17:17,18:50,1:33,AA5152,AA,AT7
AMA,DFW,123457,18:15,19:25,1:10,AA3544,AA,ER4
AMM,AAN,4,15:45,20:40,2:55,RJ614,RJ,E75
AMM,ADE,26,0:45,5:20,3:35,RJ716,RJ,E95
AMM,ALP,1234567,20:45,22:15,1:30,RJ437,RJ,E75
AMM,ALY,124,7:00,8:40,1:40,RJ305,RJ,E75
AMM,ALY,5,19:00,20:40,1:40,RJ305,RJ,E95
AMM,AMS,146,11:30,15:50,5:20,RJ151,RJ,319
AMM,AMS,35,7:35,11:55,5:20,RJ151,RJ,320
AMM,AQJ,6,9:05,10:05,1:00,RJ115,RJ,320
AMM,AQJ,1234567,7:30,8:20,0:50,RJ300,RJ,E95
AMM,AQJ,123467,17:00,17:50,0:50,RJ302,RJ,E75
AMM,AQJ,5,17:05,17:55,0:50,RJ302,RJ,E75
AMM,ATH,3457,13:00,15:25,2:25,RJ131,RJ,E95
AMM,AUH,4,15:40,20:30,2:50,RJ640,RJ,321
AMM,AUH,4,22:20,3:10,2:50,RJ5486,RJ,321
AMM,AUH,5,0:20,5:10,2:50,RJ5488,RJ,321
AMM,AUH,4,15:00,19:50,2:50,RJ640,RJ,320
AMM,AUH,4,15:00,19:50,2:50,RJ640,RJ,320
AMM,AUH,1567,21:00,1:50,2:50,RJ604,RJ,320
AMM,BAH,16,10:00,13:15,2:15,RJ608,RJ,E95
AMM,BAH,34,7:30,10:45,2:15,RJ608,RJ,E95
AMM,BCN,47,9:15,13:15,5:00,RJ107,RJ,320
AMM,BEY,1234567,7:00,8:00,1:00,RJ401,RJ,E95
AMM,BEY,1234567,12:00,13:00,1:00,RJ403,RJ,E75
AMM,BEY,1234567,20:15,21:15,1:00,RJ407,RJ,E95
AMM,BKK,1357,0:55,14:25,8:30,RJ180,RJ,313
AMM,BKK,246,0:55,14:25,8:30,RJ182,RJ,313
AMM,BOM,37,20:15,4:55,5:10,RJ186,RJ,320
AMM,BUD,27,11:30,14:10,3:40,RJ129,RJ,E95
AMM,CAI,1234567,8:45,10:15,1:30,RJ501,RJ,E95
AMM,CAI,1234567,13:15,14:45,1:30,RJ503,RJ,E95
AMM,CAI,1234567,20:00,21:30,1:30,RJ507,RJ,E95
AMM,CDG,35,7:00,11:15,5:15,RJ117,RJ,321
AMM,CDG,6,9:05,15:10,7:05,RJ115,RJ,320
AMM,CDG,357,7:00,11:15,5:15,RJ117,RJ,321
AMM,CDG,1246,11:45,16:00,5:15,RJ117,RJ,321
AMM,CMB,35,19:15,5:10,6:25,RJ194,RJ,342
AMM,DAM,1234567,21:45,22:40,0:55,RJ435,RJ,E95
AMM,DEL,357,20:15,5:00,5:15,RJ192,RJ,313
AMM,DME,5,17:00,22:00,4:00,RJ5593,RJ,321
AMM,DME,7,19:00,23:59,3:59,RJ5939,RJ,321
AMM,DME,5,0:30,5:30,4:00,RJ5935,RJ,321
AMM,DME,4,20:00,1:00,4:00,RJ5937,RJ,321
AMM,DME,257,11:00,16:00,4:00,RJ177,RJ,321
AMM,DMM,1,16:40,19:50,2:10,RJ704,RJ,E95
AMM,DMM,345,15:30,18:40,2:10,RJ704,RJ,E75
AMM,DOH,12467,14:30,18:00,2:30,RJ606,RJ,E95
AMM,DOH,35,17:45,21:15,2:30,RJ606,RJ,E95
AMM,DTW,15,3:05,11:45,15:40,RJ267,RJ,342
AMM,DXB,46,7:00,11:55,2:55,RJ610,RJ,320
AMM,DXB,12357,8:00,12:55,2:55,RJ610,RJ,320
AMM,DXB,1234567,8:00,12:55,2:55,RJ610,RJ,320
AMM,DXB,1234567,20:00,0:55,2:55,RJ612,RJ,321
AMM,FCO,3,11:15,14:15,4:00,RJ101,RJ,321
AMM,FCO,5,9:55,12:55,4:00,RJ101,RJ,321
AMM,FCO,67,11:15,14:15,4:00,RJ101,RJ,321
AMM,FCO,235,9:55,12:55,4:00,RJ101,RJ,321
AMM,FRA,1456,10:20,14:05,4:45,RJ125,RJ,321
AMM,FRA,237,9:20,13:05,4:45,RJ125,RJ,321
AMM,GVA,16,11:15,16:20,6:05,RJ149,RJ,320
AMM,GVA,35,7:25,11:10,4:45,RJ149,RJ,319
AMM,HKG,246,0:55,19:00,12:05,RJ182,RJ,313
AMM,IST,13456,11:20,13:45,2:25,RJ165,RJ,E95
AMM,JED,5,21:30,0:30,2:00,RJ700,RJ,321
AMM,JED,1234567,21:00,23:59,1:59,RJ700,RJ,321
AMM,JED,1234567,21:00,23:59,1:59,RJ700,RJ,321
AMM,JED,4,2:01,5:00,1:59,RJ720,RJ,321
AMM,JED,13,14:30,17:30,2:00,RJ706,RJ,342
AMM,JFK,2467,10:30,16:00,12:30,RJ261,RJ,342
AMM,KBP,37,19:20,22:50,3:30,RJ175,RJ,E95
AMM,KRT,3457,0:45,4:50,3:05,RJ710,RJ,321
AMM,KWI,6,16:25,19:30,2:05,RJ800,RJ,E95
AMM,KWI,12357,13:35,16:40,2:05,RJ800,RJ,E95
AMM,KWI,4,17:45,20:50,2:05,RJ800,RJ,E95
AMM,KWI,1234567,13:35,16:40,2:05,RJ800,RJ,E95
AMM,LCA,1,18:00,19:10,1:10,RJ133,RJ,E95
AMM,LCA,36,11:20,12:30,1:10,RJ133,RJ,321
AMM,LCA,5,6:45,7:55,1:10,RJ133,RJ,E95
AMM,LHR,1234567,11:15,14:45,5:30,RJ111,RJ,313
AMM,MAD,6,11:05,15:35,5:30,RJ109,RJ,319
AMM,MAD,5,22:00,2:30,5:30,RJ5587,RJ,321
AMM,MAD,26,11:05,15:35,5:30,RJ109,RJ,319
AMM,MAD,37,7:30,12:00,5:30,RJ109,RJ,320
AMM,MCT,2,10:45,15:50,3:05,RJ600,RJ,E75
AMM,MCT,4,23:45,4:50,3:05,RJ600,RJ,E95
AMM,MCT,57,21:00,3:35,4:35,RJ604,RJ,320
AMM,MUC,36,10:20,13:50,4:30,RJ123,RJ,319
AMM,MXP,4,12:00,15:10,4:10,RJ103,RJ,321
AMM,MXP,7,10:55,14:05,4:10,RJ103,RJ,321
AMM,ORD,1346,12:15,17:55,13:40,RJ263,RJ,342
AMM,ORD,13456,12:15,17:55,13:40,RJ263,RJ,342
AMM,RUH,234,14:05,17:15,2:10,RJ702,RJ,E95
AMM,RUH,567,18:30,21:40,2:10,RJ702,RJ,E95
AMM,SAH,134,23:50,4:05,3:15,RJ708,RJ,320
AMM,SSH,5,10:25,11:35,1:10,RJ307,RJ,E95
AMM,SSH,123467,13:00,14:10,1:10,RJ307,RJ,E75
AMM,SSH,5,10:20,11:30,1:10,RJ307,RJ,E95
AMM,SSH,1234567,13:00,14:10,1:10,RJ307,RJ,E75
AMM,TIP,246,11:00,15:05,4:05,RJ145,RJ,321
AMM,TIP,6,11:00,13:45,2:45,RJ145,RJ,319
AMM,TLV,145,21:00,21:45,0:45,RJ340,RJ,320
AMM,TLV,1,9:55,10:40,0:45,RJ344,RJ,320
AMM,TLV,2357,6:15,7:00,0:45,RJ342,RJ,E95
AMM,TLV,357,16:00,16:45,0:45,RJ346,RJ,313
AMM,TLV,46,11:10,11:55,0:45,RJ344,RJ,320
AMM,TUN,135,11:25,14:15,3:50,RJ147,RJ,320
AMM,VIE,13457,10:45,13:35,3:50,RJ127,RJ,320
AMM,YUL,15,3:05,8:20,12:15,RJ267,RJ,342
AMM,ZRH,16,11:15,14:45,4:30,RJ149,RJ,320
AMM,ZRH,35,7:25,12:45,6:20,RJ149,RJ,319
AMS,AMM,146,16:40,22:20,4:40,RJ152,RJ,319
AMS,AMM,35,12:40,18:20,4:40,RJ152,RJ,320
AMS,BUD,1234567,10:00,12:00,2:00,MA661,MA,73G
AMS,BUD,1234567,12:20,14:20,2:00,MA663,MA,73G
AMS,BUD,1234567,14:45,16:45,2:00,MA665,MA,F70
AMS,BUD,1234567,18:00,20:00,2:00,MA667,MA,F70
AMS,BUD,1234567,20:30,22:30,2:00,MA669,MA,73G
AMS,HEL,45,7:40,11:05,2:25,AY848,AY,E70
AMS,HEL,16,7:40,11:05,2:25,AY848,AY,E70
AMS,HEL,45,7:40,11:05,2:25,AY848,AY,E70
AMS,HEL,1234567,11:40,15:05,2:25,AY842,AY,319
AMS,HEL,1234567,19:05,22:20,2:15,AY846,AY,320
AMS,HKG,1234567,13:15,7:40,11:25,CX270,CX,744
AMS,LCY,123457,18:10,18:20,1:10,BA8456,BA,AR1
AMS,LCY,135,11:25,11:35,1:10,BA8452,BA,AR1
AMS,LCY,12345,7:20,7:35,1:15,BA8450,BA,AR1
AMS,LCY,7,12:35,12:45,1:10,BA8454,BA,AR1
AMS,LCY,12345,18:10,18:20,1:10,BA8456,BA,AR1
AMS,LCY,12345,11:25,11:35,1:10,BA8452,BA,AR1
AMS,LCY,5,18:10,18:25,1:15,BA8456,BA,AR1
AMS,LCY,12345,16:15,16:25,1:10,BA8454,BA,AR1
AMS,LGW,1234567,7:00,7:10,1:10,BA8110,BA,319
AMS,LGW,12345,9:20,9:30,1:10,BA8112,BA,319
AMS,LGW,5,9:20,9:30,1:10,BA8112,BA,319
AMS,LGW,123457,19:55,20:00,1:05,BA8120,BA,319
AMS,LGW,1234567,11:55,12:05,1:10,BA8114,BA,319
AMS,LGW,1234567,17:50,18:00,1:10,BA8118,BA,319
AMS,LHR,123456,7:25,7:45,1:20,BA423,BA,319
AMS,LHR,12345,21:20,21:35,1:15,BA443,BA,319
AMS,LHR,1234567,14:50,15:10,1:20,BA435,BA,319
AMS,LHR,123456,11:45,12:10,1:25,BA431,BA,320
AMS,LHR,123456,19:20,19:40,1:20,BA441,BA,321
AMS,LHR,123457,10:40,11:00,1:20,BA429,BA,321
AMS,LHR,123457,16:40,16:55,1:15,BA439,BA,320
AMS,MAD,1234567,8:05,10:30,2:25,IB3215,IB,321
AMS,MAD,1234567,12:10,14:35,2:25,IB3245,IB,321
AMS,MAD,1234567,15:45,18:10,2:25,IB3251,IB,320
AMS,MAD,1234567,19:15,21:40,2:25,IB3249,IB,321
AMS,MAD,7,17:55,20:20,2:25,IB3247,IB,319
AMS,NRT,1234567,19:00,14:30,11:30,JL412,JL,777
ANF,IQQ,1234567,20:10,21:05,0:55,LA364,LA,318
ANF,IQQ,56,20:05,21:00,0:55,LA364,LA,318
ANF,LSC,1234,11:45,13:10,1:25,LA329,LA,318
ANF,LSC,6,11:30,12:55,1:25,LA329,LA,318
ANF,SCL,1234567,23:45,1:40,1:55,LA337,LA,319
ANF,SCL,123457,19:35,21:30,1:55,LA335,LA,319
ANF,SCL,12345,15:10,17:05,1:55,LA333,LA,318
ANF,SCL,12345,18:20,20:15,1:55,LA339,LA,318
ANF,SCL,6,16:20,18:15,1:55,LA333,LA,318
ANF,SCL,5,15:55,17:50,1:55,LA333,LA,318
ANF,SCL,6,16:10,18:05,1:55,LA333,LA,318
ANF,SCL,7,15:30,17:25,1:55,LA1335,LA,32S
ANF,SCL,7,23:50,1:45,1:55,LA1345,LA,318
ANF,SCL,1234567,23:00,0:55,1:55,LA365,LA,318
ANF,SCL,123457,8:30,10:25,1:55,LA325,LA,318
ANF,SCL,12345,10:00,11:55,1:55,LA327,LA,318
ANF,SCL,12346,17:05,19:00,1:55,LA331,LA,318
ANF,SCL,1234,11:45,14:40,2:55,LA329,LA,318
ANF,SCL,57,11:45,13:40,1:55,LA129,LA,318
ANF,SCL,6,9:30,11:25,1:55,LA327,LA,318
ANF,SCL,6,11:30,14:25,2:55,LA329,LA,318
ANF,SCL,6,19:45,21:40,1:55,LA335,LA,318
ANF,SCL,7,10:30,12:25,1:55,LA327,LA,318
ANF,SCL,7,15:15,17:10,1:55,LA333,LA,318
ANU,GND,25,16:10,17:20,1:10,BA2157,BA,777
ANU,LGW,1,19:40,7:25,7:45,BA2256,BA,777
ANU,LGW,25,21:20,9:05,7:45,BA2156,BA,777
ANU,LGW,37,21:40,9:25,7:45,BA2156,BA,777
ANU,LGW,4,22:50,10:35,7:45,BA2256,BA,777
ANU,LGW,6,20:05,7:50,7:45,BA2256,BA,777
ANU,MIA,1234567,16:10,18:40,3:30,AA1906,AA,738
ANU,SJU,1234567,14:40,16:14,1:34,AA5027,AA,AT7
ANU,SJU,357,8:21,9:55,1:34,AA5053,AA,AT7
ANU,SKB,6,16:10,16:45,0:35,BA2157,BA,777
ANU,TAB,37,16:10,17:35,1:25,BA2157,BA,777
ANU,TAB,4,17:20,18:45,1:25,BA2157,BA,777
AOJ,CTS,1234567,11:05,11:50,0:45,JL2802,JL,M90
AOJ,CTS,1567,9:15,10:00,0:45,JL2802,JL,M90
AOJ,CTS,1567,16:30,17:15,0:45,JL2808,JL,M90
AOJ,HND,1234567,8:20,9:40,1:20,JL1200,JL,AB6
AOJ,HND,1234567,9:30,10:50,1:20,JL1202,JL,AB6
AOJ,HND,1234567,12:05,13:25,1:20,JL1204,JL,AB6
AOJ,HND,1234567,14:35,15:55,1:20,JL1206,JL,AB6
AOJ,HND,1234567,17:10,18:30,1:20,JL1208,JL,AB6
AOJ,HND,1234567,20:40,22:00,1:20,JL1210,JL,M90
AOJ,ITM,1234567,10:00,11:40,1:40,JL2152,JL,M90
AOJ,ITM,1567,10:10,11:50,1:40,JL2152,JL,M90
AOJ,ITM,1234567,18:45,20:25,1:40,JL2156,JL,M90
AOJ,NGO,1567,10:25,11:55,1:30,JL3140,JL,M90
AOJ,NGO,1234567,19:20,20:50,1:30,JL3146,JL,M90
AQJ,AMM,6,22:55,23:40,0:45,RJ116,RJ,320
AQJ,AMM,1234567,8:50,9:35,0:45,RJ301,RJ,E95
AQJ,AMM,123467,18:20,19:05,0:45,RJ303,RJ,E75
AQJ,AMM,5,18:25,19:10,0:45,RJ303,RJ,E75
AQJ,CDG,6,10:50,15:10,5:20,RJ115,RJ,320
AQP,CUZ,1234567,6:50,9:00,2:10,LP115,LP,319
AQP,JUL,1234567,6:50,7:35,0:45,LP115,LP,319
AQP,JUL,1234567,20:05,20:50,0:45,LP100,LP,319
AQP,LIM,6,21:10,22:40,1:30,LP118,LP,319
AQP,LIM,1234567,5:55,7:20,1:25,LP116,LP,319
AQP,LIM,1234567,13:15,14:40,1:25,LP104,LP,319
AQP,LIM,1234567,15:50,17:15,1:25,LP111,LP,319
AQP,LIM,1234567,17:45,19:10,1:25,LP108,LP,319
AQP,LIM,1234567,18:40,20:05,1:25,LP102,LP,319
AQP,LIM,1234567,20:05,23:00,2:55,LP100,LP,319
AQP,LIM,1234567,21:30,22:55,1:25,LP106,LP,319
ARI,CPO,6,16:12,17:57,1:45,LA383,LA,318
ARI,IQQ,1234567,9:20,10:05,0:45,LA381,LA,318
ARI,IQQ,6,9:30,10:15,0:45,LA381,LA,319
ARI,IQQ,123457,9:20,10:05,0:45,LA381,LA,318
ARI,SCL,1234567,1:50,4:20,2:30,LA397,LA,318
ARI,SCL,1234567,9:20,12:50,3:30,LA381,LA,318
ARI,SCL,6,9:30,13:00,3:30,LA381,LA,319
ARI,SCL,123457,9:20,12:50,3:30,LA381,LA,318
ARI,SCL,123457,22:00,0:30,2:30,LA393,LA,318
ARI,SCL,6,16:12,19:42,3:30,LA383,LA,318
ARM,SYD,24567,13:40,14:55,1:15,QF2023,QF,DH3
ARM,SYD,5,16:00,17:15,1:15,QF2031,QF,DH3
ARM,SYD,124567,10:15,11:30,1:15,QF2021,QF,DH3
ARM,SYD,1,15:45,17:00,1:15,QF2031,QF,DH3
ARM,SYD,1234567,13:40,14:55,1:15,QF2023,QF,DH3
ARM,SYD,3,17:40,18:55,1:15,QF2031,QF,DH3
ARM,SYD,123457,17:00,18:15,1:15,QF2031,QF,DH3
ARM,SYD,123456,10:15,11:30,1:15,QF2021,QF,DH3
ARM,SYD,2346,6:30,7:45,1:15,QF2013,QF,DH3
ARM,SYD,2345,10:15,11:30,1:15,QF2021,QF,DH3
ARM,SYD,4,6:30,7:45,1:15,QF2013,QF,DH3
ARM,SYD,1,10:25,11:40,1:15,QF2021,QF,DH3
ARM,SYD,135,15:45,17:00,1:15,QF2031,QF,DH3
ARM,SYD,4,19:00,20:15,1:15,QF2031,QF,DH3
ARM,SYD,356,10:15,11:30,1:15,QF2021,QF,DH3
ARM,SYD,27,17:00,18:15,1:15,QF2031,QF,DH3
ARN,BUD,15,10:00,12:10,2:10,MA763,MA,736
ARN,BUD,23467,9:15,11:25,2:10,MA765,MA,73G
ARN,BUD,47,20:20,22:30,2:10,MA767,MA,73G
ARN,HEL,3456,8:40,10:35,0:55,AY644,AY,320
ARN,HEL,1345,16:30,18:25,0:55,AY638,AY,319
ARN,HEL,134,6:55,8:50,0:55,AY632,AY,E70
ARN,HEL,2345,18:40,20:35,0:55,AY648,AY,319
ARN,HEL,126,13:00,15:00,1:00,AY634,AY,E70
ARN,HEL,12,7:55,9:50,0:55,AY640,AY,319
ARN,HEL,123456,8:40,10:35,0:55,AY644,AY,320
ARN,HEL,23457,14:10,16:10,1:00,AY642,AY,E90
ARN,HEL,12345,16:30,18:25,0:55,AY638,AY,319
ARN,HEL,123457,10:30,12:25,0:55,AY636,AY,319
ARN,HEL,134,6:55,8:50,0:55,AY632,AY,E70
ARN,HEL,2345,18:40,20:35,0:55,AY648,AY,319
ARN,HEL,234,6:55,8:50,0:55,AY632,AY,E70
ARN,HEL,345,13:00,15:00,1:00,AY634,AY,E70
ARN,HEL,34,7:55,9:50,0:55,AY640,AY,319
ARN,HEL,45,14:10,16:10,1:00,AY642,AY,E90
ARN,HEL,1256,13:00,15:00,1:00,AY634,AY,E70
ARN,HEL,13457,14:10,16:10,1:00,AY642,AY,E90
ARN,HEL,123457,10:30,12:25,0:55,AY636,AY,319
ARN,HEL,1234567,17:30,19:25,0:55,AY646,AY,320
ARN,HEL,1234567,20:40,22:35,0:55,AY650,AY,E90
ARN,LHR,123467,9:10,11:00,2:50,BA773,BA,320
ARN,LHR,1234567,11:45,13:25,2:40,BA777,BA,320
ARN,LHR,123457,20:55,22:30,2:35,BA783,BA,320
ARN,LHR,23467,9:10,11:00,2:50,BA773,BA,320
ARN,LHR,123457,15:05,16:45,2:40,BA779,BA,320
ARN,LHR,234567,9:10,11:00,2:50,BA773,BA,320
ARN,LHR,12345,11:45,13:25,2:40,BA777,BA,320
ARN,LHR,47,20:55,22:30,2:35,BA783,BA,320
ARN,LHR,1234567,15:05,16:45,2:40,BA779,BA,320
ARN,LHR,1234567,18:55,20:40,2:45,BA781,BA,767
ARN,LHR,123456,7:00,9:00,3:00,BA771,BA,319
ARN,MAD,1234567,15:10,19:15,4:05,IB3321,IB,320
ASJ,HND,1234567,19:00,20:50,1:50,JL1958,JL,M81
ASJ,ITM,1567,16:30,17:55,1:25,JL2466,JL,M90
ASJ,ITM,1234567,14:05,15:30,1:25,JC2464,JC,M81
ASJ,KOJ,1234567,9:25,10:15,0:50,JL3722,JL,M81
ASJ,KOJ,1567,9:15,10:05,0:50,JL3722,JL,M81
ASJ,KOJ,1567,10:15,11:05,0:50,JL3724,JL,M90
ASJ,KOJ,1234567,11:50,12:40,0:50,JL3728,JL,M81
ASJ,KOJ,1234567,15:05,15:55,0:50,JL3732,JL,M81
ASJ,KOJ,1234567,18:05,18:55,0:50,JL3736,JL,M81
ASJ,OKA,1234567,12:35,13:45,1:10,NU854,NU,DH1
ASP,ADL,1234567,11:40,14:35,1:55,QF722,QF,73H
ASP,AYQ,1234567,14:00,14:50,0:50,QF1941,QF,717
ASP,BNE,67,11:45,14:50,2:35,QF982,QF,73H
ASP,CNS,1234567,16:15,18:50,2:05,QF1948,QF,717
ASP,DRW,1234567,11:00,12:55,1:55,QF1936,QF,717
ASP,DRW,1234567,17:15,19:10,1:55,QF1938,QF,717
ASP,MEL,1234567,11:05,15:10,2:35,QF797,QF,73H
ASP,PER,1234567,10:10,12:45,3:05,QF1935,QF,717
ASP,SYD,1234567,12:25,16:45,2:50,QF791,QF,73H
ATH,AMM,3457,16:10,18:15,2:05,RJ132,RJ,E95
ATH,BUD,15,5:20,6:25,2:05,MA231,MA,F70
ATH,BUD,156,5:20,6:25,2:05,MA231,MA,F70
ATH,BUD,134,16:30,17:35,2:05,MA233,MA,73G
ATH,BUD,257,15:40,16:45,2:05,MA233,MA,73G
ATH,LHR,123456,8:55,11:00,4:05,BA631,BA,767
ATH,LHR,1234567,8:55,11:00,4:05,BA631,BA,767
ATH,LHR,1234567,14:55,16:55,4:00,BA641,BA,320
ATH,LHR,1234567,19:25,21:25,4:00,BA633,BA,767
ATH,MAD,1234567,7:15,10:00,3:45,IB3883,IB,321
ATH,MAD,1234567,17:00,19:45,3:45,IB3885,IB,321
ATL,DFW,1234567,6:10,7:40,2:30,AA1867,AA,M80
ATL,DFW,1234567,8:35,10:15,2:40,AA880,AA,M80
ATL,DFW,1234567,11:35,13:10,2:35,AA489,AA,M83
ATL,DFW,1234567,14:35,16:05,2:30,AA2195,AA,738
ATL,DFW,1234567,15:50,17:30,2:40,AA829,AA,M80
ATL,DFW,1234567,16:55,18:35,2:40,AA871,AA,M80
ATL,DFW,123456,7:15,8:45,2:30,AA433,AA,M80
ATL,DFW,123457,10:00,11:40,2:40,AA617,AA,738
ATL,DFW,123457,12:45,14:20,2:35,AA1897,AA,M80
ATL,DFW,123457,19:25,21:10,2:45,AA1167,AA,M80
ATL,DFW,123457,20:25,22:00,2:35,AA643,AA,M80
ATL,GUA,1234567,14:35,20:30,6:55,AA2195,AA,738
ATL,IAH,123457,12:45,16:20,4:35,AA1897,AA,M80
ATL,LGW,1,18:30,7:25,7:55,BA2226,BA,777
ATL,LGW,234567,18:25,7:25,8:00,BA2226,BA,777
ATL,MCI,1234567,8:35,12:35,5:00,AA880,AA,M80
ATL,MEX,123456,7:15,12:20,6:05,AA433,AA,M80
ATL,MIA,1234567,6:00,7:45,1:45,AA1721,AA,738
ATL,MIA,1234567,8:05,10:00,1:55,AA1737,AA,738
ATL,MIA,1234567,12:40,14:30,1:50,AA1039,AA,738
ATL,MIA,1234567,14:20,16:15,1:55,AA1761,AA,738
ATL,MIA,1234567,18:45,20:35,1:50,AA1945,AA,738
ATL,OKC,123457,20:25,23:40,4:15,AA643,AA,M80
ATL,ORD,1234567,9:55,11:15,2:20,AA1986,AA,M80
ATL,ORD,1234567,7:05,8:10,2:05,AA506,AA,M80
ATL,ORD,1234567,13:25,14:35,2:10,AA4443,AA,CR7
ATL,ORD,1234567,15:55,17:15,2:20,AA1996,AA,M83
ATL,ORD,123457,18:20,19:50,2:30,AA1348,AA,M80
ATL,ORD,123457,20:00,21:15,2:15,AA4445,AA,CR7
ATL,PSP,1234567,15:50,19:55,7:05,AA829,AA,M80
ATL,SNA,123457,10:00,14:05,7:05,AA617,AA,738
ATL,STL,1234567,14:10,15:05,1:55,AA5377,AA,ERD
ATL,STL,1234567,17:00,18:00,2:00,AA5558,AA,ER4
ATL,STL,123457,9:15,10:10,1:55,AA5541,AA,ER4
ATL,STL,123457,20:55,21:45,1:50,AA5338,AA,ERD
AUA,BOS,34567,17:20,21:15,4:55,AA1044,AA,757
AUA,DFW,1234567,8:30,13:50,7:20,AA1036,AA,757
AUA,JFK,24,19:00,22:59,4:59,AA796,AA,757
AUA,JFK,247,19:00,22:59,4:59,AA796,AA,757
AUA,JFK,6,16:15,20:20,5:05,AA796,AA,763
AUA,MIA,1234567,8:30,10:20,2:50,AA1036,AA,757
AUA,MIA,1234567,16:10,18:10,3:00,AA1780,AA,757
AUH,AMM,4,21:20,22:40,3:20,RJ641,RJ,321
AUH,AMM,5,3:55,5:15,3:20,RJ5487,RJ,321
AUH,AMM,5,5:55,7:15,3:20,RJ5489,RJ,321
AUH,AMM,4,20:35,21:55,3:20,RJ641,RJ,320
AUH,AMM,4,20:35,21:55,3:20,RJ641,RJ,320
AUH,AMM,1267,7:55,9:15,3:20,RJ605,RJ,320
AUH,LHR,1234567,2:35,6:25,7:50,BA72,BA,777
AUH,MCT,1234567,21:20,22:20,1:00,BA73,BA,777
AUS,ATL,123457,7:05,12:00,3:55,AA1402,AA,M80
AUS,BWI,1234567,9:45,15:25,4:40,AA2096,AA,M80
AUS,BWI,1234567,14:30,20:15,4:45,AA1298,AA,M80
AUS,DCA,1234567,11:15,16:55,4:40,AA1296,AA,M83
AUS,DEN,123456,6:45,9:45,4:00,AA2065,AA,M80
AUS,DFW,1234567,6:00,7:05,1:05,AA1336,AA,M83
AUS,DFW,1234567,7:05,8:10,1:05,AA1402,AA,M80
AUS,DFW,1234567,8:25,9:30,1:05,AA482,AA,M80
AUS,DFW,1234567,8:55,10:00,1:05,AA2454,AA,M80
AUS,DFW,1234567,9:45,10:50,1:05,AA2096,AA,M80
AUS,DFW,1234567,10:15,11:20,1:05,AA1592,AA,M80
AUS,DFW,1234567,11:15,12:20,1:05,AA1296,AA,M83
AUS,DFW,1234567,12:15,13:15,1:00,AA1161,AA,M80
AUS,DFW,1234567,13:00,14:00,1:00,AA1566,AA,M80
AUS,DFW,1234567,14:30,15:35,1:05,AA1298,AA,M80
AUS,DFW,1234567,15:40,16:40,1:00,AA1128,AA,M80
AUS,DFW,1234567,16:30,17:35,1:05,AA2040,AA,M83
AUS,DFW,1234567,17:45,18:50,1:05,AA383,AA,M80
AUS,DFW,123456,6:45,7:50,1:05,AA2065,AA,M80
AUS,DFW,123457,18:20,19:25,1:05,AA2080,AA,M83
AUS,DFW,123457,19:15,20:20,1:05,AA1278,AA,M80
AUS,DFW,7,6:45,7:50,1:05,AA1394,AA,M80
AUS,ELP,123457,12:15,14:50,3:35,AA1161,AA,M80
AUS,FLL,7,6:45,12:25,4:40,AA1394,AA,M80
AUS,IND,1234567,8:25,13:25,4:00,AA482,AA,M80
AUS,LAX,1234567,7:50,9:05,3:15,AA311,AA,M80
AUS,LAX,1234567,10:55,12:20,3:25,AA813,AA,M80
AUS,LAX,123457,18:50,20:10,3:20,AA427,AA,M80
AUS,MCI,123457,8:20,13:15,4:55,AA1861,AA,M80
AUS,MCO,1234567,10:15,15:45,4:30,AA1592,AA,M80
AUS,ORD,1234567,6:00,8:35,2:35,AA1614,AA,M80
AUS,ORD,1234567,8:20,10:55,2:35,AA1861,AA,M80
